close,open,Thigh,low,volumn,datetime
67.37555,67.29059,67.37555,67.20563,2700,2023-03-31 07:24:00+00:00
67.29059,67.20563,67.37555,67.20563,2000,2023-03-31 07:25:00+00:00
67.29059,67.29059,67.29059,67.29059,300,2023-03-31 07:26:00+00:00
67.37555,67.29059,67.37555,67.29059,2400,2023-03-31 07:27:00+00:00
67.29059,67.29059,67.37555,67.29059,1500,2023-03-31 07:28:00+00:00
67.29059,67.37555,67.37555,67.29059,2700,2023-03-31 07:29:00+00:00
67.37555,67.37555,67.37555,67.37555,1000,2023-03-31 07:30:00+00:00
67.20563,67.20563,67.20563,67.20563,90800,2023-03-31 07:45:00+00:00
67.54548,67.46051,67.54548,67.46051,30500,2023-04-03 02:15:00+00:00
67.7154,67.63044,67.7154,67.63044,2500,2023-04-03 02:16:00+00:00
67.80037,67.80037,67.88533,67.80037,8100,2023-04-03 02:17:00+00:00
67.7154,67.80037,67.80037,67.7154,3800,2023-04-03 02:18:00+00:00
67.80037,67.7154,67.80037,67.7154,3200,2023-04-03 02:19:00+00:00
67.7154,67.80037,67.80037,67.7154,1400,2023-04-03 02:21:00+00:00
67.7154,67.80037,67.80037,67.7154,4900,2023-04-03 02:22:00+00:00
67.63044,67.63044,67.63044,67.63044,16200,2023-04-03 02:23:00+00:00
67.63044,67.63044,67.63044,67.63044,100,2023-04-03 02:24:00+00:00
67.63044,67.63044,67.63044,67.63044,700,2023-04-03 02:25:00+00:00
67.63044,67.63044,67.7154,67.63044,3400,2023-04-03 02:26:00+00:00
67.63044,67.63044,67.63044,67.63044,4200,2023-04-03 02:27:00+00:00
67.54548,67.63044,67.63044,67.54548,18200,2023-04-03 02:28:00+00:00
67.54548,67.54548,67.54548,67.54548,5600,2023-04-03 02:29:00+00:00
67.54548,67.54548,67.54548,67.54548,2300,2023-04-03 02:30:00+00:00
67.46051,67.54548,67.63044,67.46051,4400,2023-04-03 02:31:00+00:00
67.37555,67.46051,67.46051,67.37555,18300,2023-04-03 02:32:00+00:00
67.29059,67.37555,67.37555,67.29059,1600,2023-04-03 02:33:00+00:00
67.37555,67.37555,67.37555,67.37555,100,2023-04-03 02:34:00+00:00
67.29059,67.37555,67.46051,67.29059,3800,2023-04-03 02:35:00+00:00
67.29059,67.29059,67.37555,67.29059,17000,2023-04-03 02:36:00+00:00
67.29059,67.29059,67.29059,67.29059,4200,2023-04-03 02:37:00+00:00
67.29059,67.20563,67.29059,67.20563,1700,2023-04-03 02:38:00+00:00
67.29059,67.20563,67.29059,67.20563,3800,2023-04-03 02:39:00+00:00
67.29059,67.29059,67.29059,67.29059,100,2023-04-03 02:40:00+00:00
67.29059,67.29059,67.29059,67.29059,7200,2023-04-03 02:41:00+00:00
67.29059,67.29059,67.29059,67.29059,1600,2023-04-03 02:42:00+00:00
67.54548,67.29059,67.54548,67.20563,22600,2023-04-03 02:43:00+00:00
67.54548,67.54548,67.54548,67.54548,300,2023-04-03 02:44:00+00:00
67.37555,67.54548,67.54548,67.37555,6000,2023-04-03 02:45:00+00:00
67.46051,67.46051,67.54548,67.46051,2100,2023-04-03 02:48:00+00:00
67.54548,67.46051,67.54548,67.46051,3800,2023-04-03 02:49:00+00:00
67.63044,67.54548,67.63044,67.54548,10300,2023-04-03 02:50:00+00:00
67.54548,67.63044,67.63044,67.54548,4900,2023-04-03 02:51:00+00:00
67.63044,67.54548,67.7154,67.54548,700,2023-04-03 02:52:00+00:00
67.37555,67.54548,67.54548,67.37555,2600,2023-04-03 02:53:00+00:00
67.37555,67.46051,67.63044,67.37555,9700,2023-04-03 02:55:00+00:00
67.37555,67.37555,67.37555,67.37555,1600,2023-04-03 02:56:00+00:00
67.37555,67.46051,67.46051,67.37555,1600,2023-04-03 02:57:00+00:00
67.37555,67.46051,67.54548,67.37555,3500,2023-04-03 02:59:00+00:00
67.54548,67.37555,67.54548,67.37555,300,2023-04-03 03:00:00+00:00
67.54548,67.54548,67.54548,67.54548,4100,2023-04-03 03:02:00+00:00
67.54548,67.54548,67.54548,67.54548,2000,2023-04-03 03:03:00+00:00
67.54548,67.54548,67.54548,67.54548,400,2023-04-03 03:04:00+00:00
67.46051,67.46051,67.46051,67.46051,1700,2023-04-03 03:05:00+00:00
67.46051,67.46051,67.46051,67.46051,4000,2023-04-03 03:06:00+00:00
67.46051,67.46051,67.46051,67.46051,2300,2023-04-03 03:09:00+00:00
67.46051,67.46051,67.46051,67.46051,500,2023-04-03 03:12:00+00:00
67.46051,67.46051,67.46051,67.46051,900,2023-04-03 03:14:00+00:00
67.46051,67.46051,67.46051,67.46051,800,2023-04-03 03:15:00+00:00
67.46051,67.46051,67.46051,67.46051,200,2023-04-03 03:16:00+00:00
67.46051,67.46051,67.46051,67.46051,100,2023-04-03 03:17:00+00:00
67.46051,67.46051,67.46051,67.46051,500,2023-04-03 03:18:00+00:00
67.54548,67.54548,67.54548,67.54548,500,2023-04-03 03:20:00+00:00
67.46051,67.54548,67.54548,67.46051,3100,2023-04-03 03:21:00+00:00
67.46051,67.46051,67.46051,67.46051,1000,2023-04-03 03:22:00+00:00
67.46051,67.46051,67.46051,67.46051,500,2023-04-03 03:24:00+00:00
67.54548,67.54548,67.54548,67.54548,100,2023-04-03 03:25:00+00:00
67.54548,67.54548,67.54548,67.54548,1000,2023-04-03 03:27:00+00:00
67.54548,67.54548,67.54548,67.54548,700,2023-04-03 03:29:00+00:00
67.46051,67.54548,67.54548,67.46051,700,2023-04-03 03:30:00+00:00
67.46051,67.54548,67.54548,67.46051,23000,2023-04-03 03:32:00+00:00
67.46051,67.46051,67.46051,67.46051,200,2023-04-03 03:34:00+00:00
67.46051,67.46051,67.54548,67.46051,5400,2023-04-03 03:36:00+00:00
67.46051,67.46051,67.46051,67.46051,100,2023-04-03 03:38:00+00:00
67.46051,67.46051,67.46051,67.46051,100,2023-04-03 03:39:00+00:00
67.46051,67.46051,67.46051,67.46051,100,2023-04-03 03:40:00+00:00
67.46051,67.46051,67.46051,67.46051,600,2023-04-03 03:41:00+00:00
67.46051,67.46051,67.46051,67.46051,100,2023-04-03 03:42:00+00:00
67.37555,67.46051,67.46051,67.37555,900,2023-04-03 03:43:00+00:00
67.54548,67.46051,67.54548,67.46051,17800,2023-04-03 03:44:00+00:00
67.63044,67.54548,67.63044,67.54548,400,2023-04-03 03:46:00+00:00
67.54548,67.63044,67.63044,67.54548,4500,2023-04-03 03:47:00+00:00
67.54548,67.7154,67.7154,67.54548,4200,2023-04-03 03:48:00+00:00
67.46051,67.54548,67.54548,67.46051,1700,2023-04-03 03:49:00+00:00
67.46051,67.46051,67.46051,67.46051,1600,2023-04-03 03:50:00+00:00
67.46051,67.46051,67.46051,67.46051,1600,2023-04-03 03:52:00+00:00
67.46051,67.46051,67.46051,67.46051,2600,2023-04-03 03:53:00+00:00
67.46051,67.46051,67.46051,67.46051,6100,2023-04-03 03:54:00+00:00
67.63044,67.46051,67.63044,67.46051,1700,2023-04-03 03:55:00+00:00
67.46051,67.54548,67.54548,67.46051,1900,2023-04-03 03:56:00+00:00
67.46051,67.54548,67.54548,67.46051,2600,2023-04-03 03:57:00+00:00
67.46051,67.46051,67.46051,67.46051,1700,2023-04-03 03:58:00+00:00
67.46051,67.46051,67.46051,67.46051,1600,2023-04-03 03:59:00+00:00
67.46051,67.46051,67.46051,67.46051,1600,2023-04-03 04:01:00+00:00
67.46051,67.46051,67.46051,67.46051,2900,2023-04-03 04:03:00+00:00
67.46051,67.46051,67.46051,67.46051,2200,2023-04-03 04:04:00+00:00
67.37555,67.37555,67.37555,67.37555,1700,2023-04-03 04:06:00+00:00
67.37555,67.37555,67.37555,67.37555,1600,2023-04-03 04:07:00+00:00
67.37555,67.37555,67.37555,67.37555,8200,2023-04-03 04:09:00+00:00
67.37555,67.37555,67.37555,67.29059,5200,2023-04-03 04:10:00+00:00
67.29059,67.29059,67.29059,67.29059,1600,2023-04-03 04:11:00+00:00
67.37555,67.37555,67.46051,67.37555,16600,2023-04-03 04:12:00+00:00
67.46051,67.46051,67.46051,67.37555,3300,2023-04-03 04:13:00+00:00
67.37555,67.46051,67.46051,67.37555,1300,2023-04-03 04:14:00+00:00
67.37555,67.37555,67.37555,67.37555,1600,2023-04-03 04:15:00+00:00
67.29059,67.37555,67.37555,67.29059,1600,2023-04-03 04:16:00+00:00
67.29059,67.29059,67.29059,67.29059,6600,2023-04-03 04:17:00+00:00
67.29059,67.29059,67.29059,67.29059,2100,2023-04-03 04:18:00+00:00
67.29059,67.29059,67.29059,67.29059,4100,2023-04-03 04:19:00+00:00
67.37555,67.37555,67.37555,67.37555,6200,2023-04-03 04:23:00+00:00
67.37555,67.37555,67.37555,67.37555,100,2023-04-03 04:24:00+00:00
67.54548,67.46051,67.54548,67.46051,9600,2023-04-03 04:25:00+00:00
67.37555,67.54548,67.54548,67.37555,20000,2023-04-03 04:26:00+00:00
67.37555,67.63044,67.63044,67.37555,4900,2023-04-03 04:27:00+00:00
67.7154,67.63044,67.7154,67.63044,10300,2023-04-03 04:28:00+00:00
67.63044,67.63044,67.63044,67.63044,4900,2023-04-03 04:29:00+00:00
67.63044,67.63044,67.7154,67.63044,7800,2023-04-03 06:00:00+00:00
67.7154,67.7154,67.80037,67.63044,28800,2023-04-03 06:01:00+00:00
67.80037,67.7154,67.80037,67.7154,5500,2023-04-03 06:02:00+00:00
67.88533,67.80037,67.88533,67.80037,10700,2023-04-03 06:03:00+00:00
67.80037,67.80037,67.80037,67.80037,23700,2023-04-03 06:04:00+00:00
67.7154,67.80037,67.80037,67.7154,2300,2023-04-03 06:05:00+00:00
67.80037,67.80037,67.80037,67.80037,4900,2023-04-03 06:06:00+00:00
67.80037,67.80037,67.88533,67.80037,10100,2023-04-03 06:07:00+00:00
67.88533,67.88533,67.88533,67.88533,10600,2023-04-03 06:08:00+00:00
67.88533,67.88533,67.88533,67.80037,12300,2023-04-03 06:09:00+00:00
67.88533,67.88533,67.88533,67.88533,5500,2023-04-03 06:10:00+00:00
67.97029,67.88533,67.97029,67.88533,21400,2023-04-03 06:11:00+00:00
67.88533,67.80037,67.97029,67.80037,11300,2023-04-03 06:12:00+00:00
67.97029,67.88533,67.97029,67.88533,11800,2023-04-03 06:13:00+00:00
67.97029,67.97029,67.97029,67.88533,11200,2023-04-03 06:14:00+00:00
67.97029,67.97029,67.97029,67.97029,28900,2023-04-03 06:15:00+00:00
67.97029,67.97029,67.97029,67.97029,1000,2023-04-03 06:16:00+00:00
67.97029,67.97029,67.97029,67.97029,1500,2023-04-03 06:17:00+00:00
67.80037,67.88533,67.97029,67.80037,7400,2023-04-03 06:18:00+00:00
67.80037,67.7154,67.80037,67.7154,3900,2023-04-03 06:19:00+00:00
67.80037,67.80037,67.80037,67.80037,600,2023-04-03 06:20:00+00:00
67.80037,67.80037,67.80037,67.80037,100,2023-04-03 06:21:00+00:00
67.80037,67.80037,67.88533,67.80037,300,2023-04-03 06:22:00+00:00
67.80037,67.80037,67.80037,67.80037,300,2023-04-03 06:23:00+00:00
67.80037,67.80037,67.80037,67.80037,700,2023-04-03 06:24:00+00:00
67.88533,67.88533,67.88533,67.88533,3000,2023-04-03 06:25:00+00:00
67.88533,67.88533,67.88533,67.88533,300,2023-04-03 06:26:00+00:00
67.80037,67.88533,67.88533,67.80037,1300,2023-04-03 06:27:00+00:00
67.80037,67.80037,67.80037,67.80037,1700,2023-04-03 06:28:00+00:00
67.80037,67.80037,67.80037,67.80037,3100,2023-04-03 06:29:00+00:00
67.80037,67.80037,67.80037,67.80037,1800,2023-04-03 06:30:00+00:00
67.80037,67.80037,67.80037,67.80037,2600,2023-04-03 06:33:00+00:00
67.7154,67.80037,67.80037,67.7154,2300,2023-04-03 06:35:00+00:00
67.7154,67.7154,67.7154,67.7154,300,2023-04-03 06:36:00+00:00
67.7154,67.7154,67.7154,67.7154,1400,2023-04-03 06:37:00+00:00
67.7154,67.7154,67.7154,67.7154,100,2023-04-03 06:38:00+00:00
67.7154,67.7154,67.7154,67.7154,2100,2023-04-03 06:40:00+00:00
67.7154,67.7154,67.7154,67.7154,100,2023-04-03 06:42:00+00:00
67.7154,67.7154,67.7154,67.7154,200,2023-04-03 06:43:00+00:00
67.80037,67.7154,67.80037,67.7154,4500,2023-04-03 06:46:00+00:00
67.80037,67.80037,67.80037,67.80037,1000,2023-04-03 06:48:00+00:00
67.88533,67.97029,67.97029,67.88533,40000,2023-04-03 06:49:00+00:00
67.97029,67.97029,67.97029,67.97029,6600,2023-04-03 06:50:00+00:00
67.97029,67.97029,67.97029,67.97029,5600,2023-04-03 06:51:00+00:00
67.97029,67.97029,67.97029,67.97029,100,2023-04-03 06:52:00+00:00
67.97029,67.88533,67.97029,67.88533,20200,2023-04-03 06:53:00+00:00
67.97029,67.88533,67.97029,67.88533,3600,2023-04-03 06:54:00+00:00
67.97029,67.97029,67.97029,67.97029,3700,2023-04-03 06:55:00+00:00
68.05525,67.97029,68.05525,67.97029,1000,2023-04-03 06:56:00+00:00
68.14022,68.05525,68.14022,68.05525,6500,2023-04-03 06:57:00+00:00
68.14022,68.05525,68.14022,68.05525,5100,2023-04-03 06:58:00+00:00
68.05525,68.14022,68.14022,68.05525,10600,2023-04-03 06:59:00+00:00
68.22518,68.14022,68.22518,68.05525,22400,2023-04-03 07:00:00+00:00
68.22518,68.22518,68.31014,68.22518,12200,2023-04-03 07:01:00+00:00
68.31014,68.31014,68.31014,68.22518,10600,2023-04-03 07:02:00+00:00
68.05525,68.22518,68.22518,68.05525,36900,2023-04-03 07:03:00+00:00
67.97029,68.05525,68.05525,67.97029,5400,2023-04-03 07:04:00+00:00
68.05525,68.05525,68.22518,68.05525,13300,2023-04-03 07:05:00+00:00
68.22518,68.22518,68.22518,68.22518,3200,2023-04-03 07:06:00+00:00
68.22518,68.22518,68.31014,68.14022,8100,2023-04-03 07:07:00+00:00
68.31014,68.31014,68.31014,68.22518,8300,2023-04-03 07:08:00+00:00
68.31014,68.31014,68.31014,68.22518,8600,2023-04-03 07:09:00+00:00
68.31014,68.31014,68.31014,68.31014,7100,2023-04-03 07:10:00+00:00
68.22518,68.31014,68.31014,68.22518,12400,2023-04-03 07:11:00+00:00
68.22518,68.22518,68.22518,68.22518,3800,2023-04-03 07:12:00+00:00
68.31014,68.22518,68.31014,68.22518,3400,2023-04-03 07:13:00+00:00
68.31014,68.31014,68.3951,68.22518,8400,2023-04-03 07:14:00+00:00
68.3951,68.3951,68.3951,68.31014,6000,2023-04-03 07:15:00+00:00
68.31014,68.31014,68.31014,68.31014,1700,2023-04-03 07:16:00+00:00
68.14022,68.14022,68.14022,68.14022,700,2023-04-03 07:17:00+00:00
68.22518,68.22518,68.22518,68.22518,1100,2023-04-03 07:18:00+00:00
68.22518,68.22518,68.22518,68.22518,2600,2023-04-03 07:19:00+00:00
68.31014,68.31014,68.31014,68.31014,6800,2023-04-03 07:20:00+00:00
68.31014,68.31014,68.3951,68.31014,6300,2023-04-03 07:21:00+00:00
68.31014,68.31014,68.31014,68.31014,6100,2023-04-03 07:23:00+00:00
68.3951,68.3951,68.3951,68.31014,9200,2023-04-03 07:24:00+00:00
68.3951,68.3951,68.3951,68.3951,4000,2023-04-03 07:25:00+00:00
68.3951,68.3951,68.3951,68.3951,13800,2023-04-03 07:27:00+00:00
68.3951,68.3951,68.3951,68.3951,47700,2023-04-03 07:28:00+00:00
68.48007,68.3951,68.48007,68.3951,19600,2023-04-03 07:29:00+00:00
68.56503,68.56503,68.56503,68.48007,9000,2023-04-03 07:30:00+00:00
68.734955,68.734955,68.734955,68.734955,57400,2023-04-03 07:45:00+00:00
68.81992,68.734955,68.81992,68.734955,29300,2023-04-04 02:15:00+00:00
68.734955,68.734955,68.734955,68.734955,300,2023-04-04 02:16:00+00:00
68.649994,68.734955,68.734955,68.649994,3000,2023-04-04 02:17:00+00:00
68.48007,68.649994,68.649994,68.48007,6600,2023-04-04 02:18:00+00:00
68.48007,68.48007,68.48007,68.48007,600,2023-04-04 02:19:00+00:00
68.48007,68.48007,68.48007,68.48007,800,2023-04-04 02:20:00+00:00
68.48007,68.48007,68.48007,68.48007,600,2023-04-04 02:21:00+00:00
68.48007,68.48007,68.48007,68.48007,1000,2023-04-04 02:22:00+00:00
68.56503,68.56503,68.56503,68.56503,1700,2023-04-04 02:23:00+00:00
68.56503,68.56503,68.649994,68.56503,12300,2023-04-04 02:24:00+00:00
68.56503,68.649994,68.649994,68.56503,1500,2023-04-04 02:25:00+00:00
68.649994,68.649994,68.649994,68.649994,3600,2023-04-04 02:28:00+00:00
68.649994,68.649994,68.649994,68.649994,1400,2023-04-04 02:29:00+00:00
68.734955,68.649994,68.734955,68.649994,900,2023-04-04 02:30:00+00:00
68.734955,68.649994,68.734955,68.649994,1600,2023-04-04 02:31:00+00:00
68.734955,68.734955,68.734955,68.734955,5400,2023-04-04 02:32:00+00:00
68.734955,68.734955,68.734955,68.734955,1000,2023-04-04 02:33:00+00:00
68.734955,68.734955,68.734955,68.734955,1100,2023-04-04 02:34:00+00:00
68.649994,68.649994,68.649994,68.649994,4400,2023-04-04 02:35:00+00:00
68.734955,68.734955,68.734955,68.734955,2000,2023-04-04 02:36:00+00:00
68.734955,68.734955,68.734955,68.734955,100,2023-04-04 02:37:00+00:00
68.734955,68.734955,68.81992,68.734955,2900,2023-04-04 02:38:00+00:00
68.734955,68.734955,68.734955,68.649994,27500,2023-04-04 02:39:00+00:00
68.56503,68.649994,68.649994,68.56503,10000,2023-04-04 02:40:00+00:00
68.56503,68.56503,68.56503,68.56503,1900,2023-04-04 02:41:00+00:00
68.56503,68.56503,68.56503,68.56503,200,2023-04-04 02:42:00+00:00
68.56503,68.56503,68.56503,68.56503,400,2023-04-04 02:43:00+00:00
68.56503,68.56503,68.56503,68.56503,300,2023-04-04 02:44:00+00:00
68.649994,68.56503,68.649994,68.56503,5600,2023-04-04 02:45:00+00:00
68.56503,68.56503,68.56503,68.56503,300,2023-04-04 02:46:00+00:00
68.56503,68.56503,68.56503,68.56503,1400,2023-04-04 02:48:00+00:00
68.56503,68.56503,68.56503,68.56503,200,2023-04-04 02:49:00+00:00
68.649994,68.56503,68.649994,68.56503,1700,2023-04-04 02:50:00+00:00
68.649994,68.649994,68.649994,68.649994,200,2023-04-04 02:51:00+00:00
68.649994,68.649994,68.649994,68.649994,600,2023-04-04 02:52:00+00:00
68.649994,68.649994,68.649994,68.649994,4800,2023-04-04 02:53:00+00:00
68.649994,68.649994,68.649994,68.649994,500,2023-04-04 02:54:00+00:00
68.56503,68.56503,68.56503,68.56503,9600,2023-04-04 02:55:00+00:00
68.56503,68.56503,68.56503,68.56503,800,2023-04-04 02:56:00+00:00
68.48007,68.48007,68.48007,68.48007,500,2023-04-04 03:00:00+00:00
68.48007,68.48007,68.48007,68.48007,5500,2023-04-04 03:01:00+00:00
68.3951,68.3951,68.48007,68.3951,5500,2023-04-04 03:02:00+00:00
68.3951,68.3951,68.3951,68.3951,7400,2023-04-04 03:03:00+00:00
68.3951,68.48007,68.48007,68.3951,5100,2023-04-04 03:04:00+00:00
68.48007,68.48007,68.48007,68.48007,2700,2023-04-04 03:05:00+00:00
68.56503,68.56503,68.56503,68.56503,1000,2023-04-04 03:08:00+00:00
68.56503,68.56503,68.56503,68.56503,100,2023-04-04 03:09:00+00:00
68.56503,68.56503,68.56503,68.56503,100,2023-04-04 03:11:00+00:00
68.48007,68.56503,68.56503,68.48007,3300,2023-04-04 03:13:00+00:00
68.48007,68.48007,68.48007,68.48007,300,2023-04-04 03:15:00+00:00
68.56503,68.56503,68.56503,68.56503,1800,2023-04-04 03:18:00+00:00
68.56503,68.56503,68.56503,68.56503,100,2023-04-04 03:19:00+00:00
68.56503,68.56503,68.56503,68.56503,200,2023-04-04 03:20:00+00:00
68.649994,68.48007,68.649994,68.48007,4500,2023-04-04 03:21:00+00:00
68.56503,68.56503,68.56503,68.56503,300,2023-04-04 03:23:00+00:00
68.649994,68.649994,68.649994,68.649994,800,2023-04-04 03:24:00+00:00
68.3951,68.734955,68.734955,68.3951,5100,2023-04-04 03:25:00+00:00
68.3951,68.3951,68.3951,68.3951,3000,2023-04-04 03:26:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 03:28:00+00:00
68.649994,68.48007,68.734955,68.48007,300,2023-04-04 03:29:00+00:00
68.649994,68.649994,68.649994,68.649994,100,2023-04-04 03:32:00+00:00
68.56503,68.56503,68.56503,68.56503,300,2023-04-04 03:39:00+00:00
68.56503,68.56503,68.56503,68.56503,400,2023-04-04 03:42:00+00:00
68.56503,68.56503,68.56503,68.56503,1900,2023-04-04 03:43:00+00:00
68.48007,68.48007,68.48007,68.48007,8000,2023-04-04 03:45:00+00:00
68.48007,68.48007,68.48007,68.48007,200,2023-04-04 03:46:00+00:00
68.48007,68.48007,68.48007,68.48007,600,2023-04-04 03:47:00+00:00
68.48007,68.48007,68.48007,68.48007,600,2023-04-04 03:49:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 03:50:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 03:51:00+00:00
68.56503,68.56503,68.56503,68.56503,100,2023-04-04 03:53:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 03:55:00+00:00
68.48007,68.48007,68.48007,68.48007,400,2023-04-04 03:56:00+00:00
68.56503,68.56503,68.56503,68.56503,1000,2023-04-04 04:00:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 04:03:00+00:00
68.48007,68.48007,68.48007,68.48007,4600,2023-04-04 04:04:00+00:00
68.48007,68.48007,68.48007,68.48007,4400,2023-04-04 04:05:00+00:00
68.56503,68.48007,68.56503,68.48007,3000,2023-04-04 04:06:00+00:00
68.48007,68.48007,68.48007,68.48007,300,2023-04-04 04:09:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 04:11:00+00:00
68.48007,68.48007,68.48007,68.48007,200,2023-04-04 04:12:00+00:00
68.48007,68.48007,68.48007,68.48007,500,2023-04-04 04:13:00+00:00
68.56503,68.56503,68.56503,68.56503,3000,2023-04-04 04:15:00+00:00
68.56503,68.56503,68.56503,68.56503,500,2023-04-04 04:18:00+00:00
68.48007,68.48007,68.48007,68.48007,100,2023-04-04 04:19:00+00:00
68.48007,68.48007,68.48007,68.48007,4400,2023-04-04 04:23:00+00:00
68.48007,68.48007,68.48007,68.48007,5300,2023-04-04 04:24:00+00:00
68.48007,68.48007,68.48007,68.48007,1900,2023-04-04 04:26:00+00:00
68.48007,68.48007,68.48007,68.48007,3000,2023-04-04 04:28:00+00:00
68.56503,68.56503,68.56503,68.56503,400,2023-04-04 04:29:00+00:00
68.56503,68.649994,68.649994,68.56503,11900,2023-04-04 06:00:00+00:00
68.56503,68.649994,68.649994,68.56503,1800,2023-04-04 06:01:00+00:00
68.3951,68.48007,68.48007,68.3951,10400,2023-04-04 06:02:00+00:00
68.3951,68.3951,68.3951,68.3951,12700,2023-04-04 06:03:00+00:00
68.3951,68.3951,68.3951,68.3951,500,2023-04-04 06:04:00+00:00
68.31014,68.31014,68.31014,68.31014,1800,2023-04-04 06:06:00+00:00
68.3951,68.31014,68.3951,68.31014,700,2023-04-04 06:08:00+00:00
68.3951,68.3951,68.3951,68.3951,3600,2023-04-04 06:09:00+00:00
68.3951,68.3951,68.3951,68.3951,3800,2023-04-04 06:10:00+00:00
68.3951,68.3951,68.3951,68.3951,3400,2023-04-04 06:11:00+00:00
68.31014,68.3951,68.3951,68.31014,4400,2023-04-04 06:12:00+00:00
68.48007,68.31014,68.48007,68.31014,5000,2023-04-04 06:13:00+00:00
68.48007,68.3951,68.48007,68.3951,1600,2023-04-04 06:14:00+00:00
68.3951,68.3951,68.3951,68.3951,5400,2023-04-04 06:16:00+00:00
68.3951,68.3951,68.3951,68.3951,1100,2023-04-04 06:17:00+00:00
68.48007,68.48007,68.48007,68.48007,1800,2023-04-04 06:18:00+00:00
68.3951,68.3951,68.3951,68.3951,10100,2023-04-04 06:19:00+00:00
68.3951,68.3951,68.3951,68.3951,1100,2023-04-04 06:20:00+00:00
68.3951,68.31014,68.3951,68.31014,3600,2023-04-04 06:21:00+00:00
68.3951,68.3951,68.3951,68.3951,5400,2023-04-04 06:22:00+00:00
68.3951,68.3951,68.3951,68.3951,100,2023-04-04 06:23:00+00:00
68.31014,68.3951,68.3951,68.31014,5100,2023-04-04 06:24:00+00:00
68.3951,68.31014,68.3951,68.31014,700,2023-04-04 06:26:00+00:00
68.31014,68.31014,68.31014,68.31014,600,2023-04-04 06:27:00+00:00
68.31014,68.31014,68.31014,68.31014,600,2023-04-04 06:28:00+00:00
68.22518,68.22518,68.22518,68.22518,2900,2023-04-04 06:31:00+00:00
68.22518,68.22518,68.22518,68.22518,500,2023-04-04 06:32:00+00:00
68.22518,68.22518,68.22518,68.22518,500,2023-04-04 06:33:00+00:00
68.31014,68.31014,68.31014,68.31014,1500,2023-04-04 06:35:00+00:00
68.31014,68.31014,68.31014,68.31014,3000,2023-04-04 06:40:00+00:00
68.31014,68.31014,68.31014,68.22518,1300,2023-04-04 06:41:00+00:00
68.31014,68.31014,68.31014,68.31014,300,2023-04-04 06:42:00+00:00
68.31014,68.31014,68.31014,68.31014,200,2023-04-04 06:46:00+00:00
68.31014,68.22518,68.31014,68.22518,200,2023-04-04 06:47:00+00:00
68.31014,68.31014,68.31014,68.31014,1100,2023-04-04 06:48:00+00:00
68.31014,68.31014,68.31014,68.31014,8000,2023-04-04 06:49:00+00:00
68.31014,68.31014,68.31014,68.31014,1200,2023-04-04 06:50:00+00:00
68.31014,68.31014,68.31014,68.22518,6300,2023-04-04 06:51:00+00:00
68.22518,68.22518,68.31014,68.22518,4800,2023-04-04 06:52:00+00:00
68.31014,68.31014,68.31014,68.22518,4800,2023-04-04 06:53:00+00:00
68.22518,68.22518,68.22518,68.22518,2500,2023-04-04 06:54:00+00:00
68.31014,68.22518,68.31014,68.22518,300,2023-04-04 06:55:00+00:00
68.3951,68.3951,68.3951,68.3951,1000,2023-04-04 06:58:00+00:00
68.31014,68.31014,68.31014,68.31014,800,2023-04-04 07:00:00+00:00
68.14022,68.22518,68.22518,68.14022,9600,2023-04-04 07:01:00+00:00
68.22518,68.22518,68.22518,68.22518,200,2023-04-04 07:03:00+00:00
68.22518,68.22518,68.22518,68.22518,1000,2023-04-04 07:05:00+00:00
68.14022,68.22518,68.22518,68.14022,5000,2023-04-04 07:06:00+00:00
68.22518,68.22518,68.22518,68.22518,300,2023-04-04 07:07:00+00:00
68.14022,68.22518,68.22518,68.14022,7300,2023-04-04 07:08:00+00:00
68.14022,68.14022,68.14022,68.14022,1000,2023-04-04 07:09:00+00:00
68.22518,68.22518,68.22518,68.22518,7500,2023-04-04 07:10:00+00:00
68.22518,68.22518,68.22518,68.22518,1700,2023-04-04 07:11:00+00:00
68.22518,68.22518,68.22518,68.22518,3000,2023-04-04 07:12:00+00:00
68.22518,68.14022,68.22518,68.14022,2900,2023-04-04 07:13:00+00:00
68.22518,68.22518,68.22518,68.14022,10600,2023-04-04 07:14:00+00:00
68.22518,68.22518,68.22518,68.22518,5400,2023-04-04 07:15:00+00:00
68.22518,68.31014,68.31014,68.22518,2600,2023-04-04 07:16:00+00:00
68.14022,68.31014,68.31014,68.14022,10800,2023-04-04 07:17:00+00:00
68.22518,68.22518,68.22518,68.22518,100,2023-04-04 07:18:00+00:00
68.22518,68.22518,68.22518,68.22518,18400,2023-04-04 07:20:00+00:00
68.22518,68.22518,68.22518,68.22518,1100,2023-04-04 07:21:00+00:00
68.14022,68.22518,68.22518,68.14022,1200,2023-04-04 07:22:00+00:00
68.22518,68.31014,68.31014,68.22518,200,2023-04-04 07:24:00+00:00
68.14022,68.05525,68.22518,67.97029,36800,2023-04-04 07:25:00+00:00
